review_id,product_sku,product_name,brand,marketplace,country,language,review_date,rating,review_title,review_text,verified_purchase,helpful_votes,reviewer_id,reviewer_review_count,source_ingested_at,rating_trusted,date_parseable,rating_trusted,date_parseable
CR-001542,CP-LV-C400S,Core 400S Smart,Levoit,versuni_dtc,EU,en,2025-08-11,5,Worth it for allergy season,"Cheaper to run than I expected, the energy draw on auto is minimal. The app paired on the first try and the scheduling actually works.",true,1,RV0391980,14,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001543,VS-AP-4000i,Air Purifier 4000i Series,Philips,versuni_dtc,EU,en,2025-08-12,1,Loud and unreliable,The touch panel became unresponsive within weeks.,true,8,RV2576375,61,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001544,CP-BB-DM5440,DustMagnet 5440i,Blueair,amazon_nl,NL,nl,2025-08-12,5,Excellent purifier,"Cooking smells from the kitchen are gone long before we finish eating. Whisper quiet at the lower settings, which is all we need overnight. I like being able to check the air quality history for the past week from my phone.",true,5,RV4948299,1,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001545,CP-XM-4PRO,Smart Air Purifier 4 Pro,Xiaomi,amazon_uk,GB,en,2025-08-12,3,Mixed feelings,"Good hardware, average software.",true,5,RV5951889,1,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001546,CP-BB-DM5440,DustMagnet 5440i,Blueair,bol_nl,NL,nl,2025-08-12,5,Exactly what we needed,The sensor is responsive enough that I mostly just leave it on auto and forget it. Build quality feels solid and the filter change is a thirty second job. The app paired on the first try and the scheduling actually works.,true,2,RV3992304,1,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001547,VS-AP-2000,Air Purifier 2000 Series,Philips,currys_uk,GB,en,2025-08-12,5,Very happy with it,Build quality feels solid and the filter change is a thirty second job. The PM2.5 readout drops from red to blue within about twenty minutes in our living room. The sensor is responsive enough that I mostly just leave it on auto and forget it.,false,0,RV2257915,14,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001548,VS-AP-2000,Air Purifier 2000 Series,Philips,versuni_dtc,EU,en,2025-08-13,5,Exactly what we needed,"The sensor is responsive enough that I mostly just leave it on auto and forget it. Compact footprint, does not dominate the room. At speed one you genuinely cannot hear it from the bed.",true,4,RV0375405,27,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001549,VS-AC-1000i,Air Cleaner Compact 1000i,Philips,currys_uk,GB,en,2025-08-13,3,Reasonable purchase,"Does the job. Nothing remarkable either way. Compact footprint, does not dominate the room. Firmware update bricked the app connection and support had no answer.",true,3,RV3413441,2,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001550,CP-BB-DM5440,DustMagnet 5440i,Blueair,bol_nl,NL,nl,2025-08-13,4,Very happy with it,Build quality feels solid and the filter change is a thirty second job. The app paired on the first try and the scheduling actually works. Worth the money for the coverage it gives in an open plan space. Does the job. Nothing remarkable either way.,true,4,RV4414459,2,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001551,VS-AP-3000i,Air Purifier 3000i Series,Philips,currys_uk,GB,en,2025-08-14,5,Very happy with it,The sensor is responsive enough that I mostly just leave it on auto and forget it. Setting up a night schedule in the app took under a minute. On sleep mode it is quieter than my old fan by a wide margin.,true,4,RV6380432,8,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001552,CP-LV-C400S,Core 400S Smart,Levoit,amazon_fr,FR,fr,14/08/2025,4,Excellent purifier,The app paired on the first try and the scheduling actually works. Build quality feels solid and the filter change is a thirty second job. Does the job. Nothing remarkable either way.,true,1,RV4774229,8,2026-08-26T09:00:00+02:00,true,false,true,false
CR-001553,VS-AC-1000i,Air Cleaner Compact 1000i,Philips,coolblue_nl,NL,nl,2025-08-14,4,Quiet and effective,"Cooking smells from the kitchen are gone long before we finish eating. Auto mode ramps up when I open a window and settles back down on its own. Cheaper to run than I expected, the energy draw on auto is minimal.",true,0,RV3133331,1,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001554,VS-AC-1000i,Air Cleaner Compact 1000i,Philips,bol_nl,NL,nl,2025-08-14,5,Quiet and effective,"Cheaper to run than I expected, the energy draw on auto is minimal. Cooking smells from the kitchen are gone long before we finish eating.",true,4,RV2419051,61,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001555,CP-BB-DM5440,DustMagnet 5440i,Blueair,amazon_nl,NL,nl,2025-08-15,1,Terrible Wi-Fi disconnects,"The touch panel became unresponsive within weeks. The air quality sensor seems to read whatever it likes, it sat on red in an empty clean room.",true,0,RV7609232,14,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001556,VS-AP-8000i,Air Performer 8000i Series,Philips,amazon_uk,GB,en,2025-08-15,5,Exactly what we needed,Hay fever season was genuinely bearable this year for the first time. Worth the money for the coverage it gives in an open plan space.,true,5,RV7722402,8,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001557,VS-AP-3000i,Air Purifier 3000i Series,Philips,versuni_dtc,EU,en,2025-08-15,5,Worth it for allergy season,I like being able to check the air quality history for the past week from my phone.,true,4,RV0609876,3,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001558,VS-AC-1000i,Air Cleaner Compact 1000i,Philips,amazon_nl,NL,nl,2025-08-15,2,Not worth the money,Stopped responding entirely after four months and had to be replaced under warranty. The device falls off the network after every router reboot and re-pairing is painful.,true,5,RV1417021,27,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001559,VS-AP-3000i,Air Purifier 3000i Series,Philips,coolblue_nl,NL,nl,2025-08-15,2,Good hardware ruined by the app,"It drops off the Wi-Fi every couple of days and needs a full re-pair. Turbo mode sounds like a hairdryer, we never use it.",true,3,RV3899453,61,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001560,VS-AP-3000i,Air Purifier 3000i Series,Philips,mediamarkt_de,DE,de,2025-08-15,5,Big difference in the bedroom,"Compact footprint, does not dominate the room. Worth the money for the coverage it gives in an open plan space. The PM2.5 readout drops from red to blue within about twenty minutes in our living room.",true,2,RV8081055,2,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001561,VS-AP-3000i,Air Purifier 3000i Series,Philips,amazon_nl,NL,nl,2025-08-16,5,Excellent purifier,I like being able to check the air quality history for the past week from my phone. On sleep mode it is quieter than my old fan by a wide margin.,true,0,RV1977635,3,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001562,VS-AP-4000i,Air Purifier 4000i Series,Philips,currys_uk,GB,en,2025-08-16,1,Filter costs are a scam,"There is a high pitched whine from the motor that I cannot unhear. The air quality sensor seems to read whatever it likes, it sat on red in an empty clean room.",true,3,RV2392876,3,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001563,VS-AP-3000i,Air Purifier 3000i Series,Philips,coolblue_nl,NL,nl,2025-08-16,4,Very happy with it,On sleep mode it is quieter than my old fan by a wide margin.,true,0,RV4868950,14,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001564,CP-LV-C400S,Core 400S Smart,Levoit,fnac_fr,FR,fr,2025-08-16,3,Does the job,"Good hardware, average software.",false,2,RV3158135,8,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001565,VS-AC-1000i,Air Cleaner Compact 1000i,Philips,bol_nl,NL,nl,2025-08-16,5,Quiet and effective,The PM2.5 readout drops from red to blue within about twenty minutes in our living room. On sleep mode it is quieter than my old fan by a wide margin. The sensor is responsive enough that I mostly just leave it on auto and forget it.,true,6,RV2136182,27,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001566,VS-AP-3000i,Air Purifier 3000i Series,Philips,fnac_fr,FR,fr,2025-08-16,5,Worth it for allergy season,"Whisper quiet at the lower settings, which is all we need overnight. Our bedroom air feels noticeably lighter overnight and I wake up without a blocked nose.",true,6,RV0715978,1,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001567,CP-LV-C400S,Core 400S Smart,Levoit,mediamarkt_de,DE,de,2025-08-16,4,Exactly what we needed,Our bedroom air feels noticeably lighter overnight and I wake up without a blocked nose.,true,6,RV0324250,3,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001568,VS-AP-2000,Air Purifier 2000 Series,Philips,amazon_uk,GB,en,2025-08-17,5,Quiet and effective,I like being able to check the air quality history for the past week from my phone.,true,3,RV2556764,8,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001569,CP-BB-DM5440,DustMagnet 5440i,Blueair,amazon_uk,GB,en,2025-08-17,5,Disappointing smart features,"Turbo mode sounds like a hairdryer, we never use it. Constant Wi-Fi disconnects, the app shows it offline more often than online.",true,0,RV0748854,27,2026-08-26T09:00:00+02:00,false,true,false,true
CR-001570,CP-XM-4PRO,Smart Air Purifier 4 Pro,Xiaomi,currys_uk,GB,en,2025-08-17,5,Quiet and effective,"It looks like a piece of furniture rather than an appliance, which sold my partner on it. Cooking smells from the kitchen are gone long before we finish eating.",true,1,RV8347388,8,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001571,VS-AP-3000i,Air Purifier 3000i Series,Philips,versuni_dtc,EU,en,2025-08-17,5,Big difference in the bedroom,Build quality feels solid and the filter change is a thirty second job. Our bedroom air feels noticeably lighter overnight and I wake up without a blocked nose. I like being able to check the air quality history for the past week from my phone.,true,0,RV6869035,2,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001572,CP-XM-4PRO,Smart Air Purifier 4 Pro,Xiaomi,versuni_dtc,EU,en,2025-08-17,5,Excellent purifier,"Hay fever season was genuinely bearable this year for the first time. It looks like a piece of furniture rather than an appliance, which sold my partner on it.",true,0,RV1080296,27,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001573,CP-LV-C400S,Core 400S Smart,Levoit,bol_nl,NL,nl,2025-08-17,1,Loud and unreliable,"The air quality sensor seems to read whatever it likes, it sat on red in an empty clean room. Filters are expensive and only available from one supplier.",false,0,RV3761392,3,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001574,VS-AP-3000i,Air Purifier 3000i Series,Philips,versuni_dtc,EU,en,2025-08-18,3,Reasonable purchase,"Works as described, though the manual is close to useless.",true,5,RV1561872,14,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001575,CP-LV-C400S,Core 400S Smart,Levoit,coolblue_nl,NL,nl,2025-08-18,3,"Fine, not exceptional","Fine for a medium sized room, would not push it much bigger than that. I like being able to check the air quality history for the past week from my phone. Sensor readings disagree completely with my standalone PM2.5 meter.",true,1,RV0581547,5,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001576,CP-BB-DM5440,DustMagnet 5440i,Blueair,fnac_fr,FR,fr,2025-08-18,5,Exactly what we needed,"Cheaper to run than I expected, the energy draw on auto is minimal. On sleep mode it is quieter than my old fan by a wide margin.",true,2,RV0287249,8,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001577,VS-AP-2000,Air Purifier 2000 Series,Philips,amazon_fr,FR,fr,2025-08-18,3,Mixed feelings,Does the job. Nothing remarkable either way.,true,1,RV7502097,3,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001578,CP-DY-TP09,Purifier Cool Formaldehyde TP09,Dyson,fnac_fr,FR,fr,2025-08-18,3,Mixed feelings,"Works as described, though the manual is close to useless.",true,0,RV6652147,14,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001579,CP-LV-C400S,Core 400S Smart,Levoit,amazon_fr,FR,fr,2025-08-18,5,Big difference in the bedroom,"Whisper quiet at the lower settings, which is all we need overnight. It looks like a piece of furniture rather than an appliance, which sold my partner on it. Setting up a night schedule in the app took under a minute.",true,5,RV7610342,3,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001580,CP-DY-TP09,Purifier Cool Formaldehyde TP09,Dyson,coolblue_nl,NL,nl,08/19/2025,3,Does the job,"Decent unit but the smart features are more of a novelty than a reason to buy. Auto mode ramps up when I open a window and settles back down on its own. Constant Wi-Fi disconnects, the app shows it offline more often than online.",false,1,RV4019777,8,2026-08-26T09:00:00+02:00,true,false,true,false
CR-001581,VS-AC-1000i,Air Cleaner Compact 1000i,Philips,fnac_fr,FR,fr,2025-08-19,5,Quiet and effective,The sensor is responsive enough that I mostly just leave it on auto and forget it. The PM2.5 readout drops from red to blue within about twenty minutes in our living room.,true,3,RV8444453,27,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001582,VS-AP-2000,Air Purifier 2000 Series,Philips,amazon_nl,NL,nl,2025-08-19,5,Very happy with it,On sleep mode it is quieter than my old fan by a wide margin. The sensor is responsive enough that I mostly just leave it on auto and forget it.,true,0,RV1893931,8,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001583,VS-AP-8000i,Air Performer 8000i Series,Philips,amazon_nl,NL,nl,2025-08-19,1,Not worth the money,It drops off the Wi-Fi every couple of days and needs a full re-pair. Firmware update bricked the app connection and support had no answer.,true,1,RV6210607,8,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001584,CP-LV-C400S,Core 400S Smart,Levoit,amazon_uk,GB,en,2025-08-19,4,Very happy with it,"On sleep mode it is quieter than my old fan by a wide margin. It looks like a piece of furniture rather than an appliance, which sold my partner on it.",true,1,RV7062980,27,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001585,CP-XM-4PRO,Smart Air Purifier 4 Pro,Xiaomi,amazon_de,DE,de,2025-08-19,4,Worth it for allergy season,Setting up a night schedule in the app took under a minute.,false,0,RV5139112,2,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001586,VS-AP-3000i,Air Purifier 3000i Series,Philips,amazon_nl,NL,nl,2025-08-20,5,Exactly what we needed,"At speed one you genuinely cannot hear it from the bed. Setting up a night schedule in the app took under a minute. Compact footprint, does not dominate the room.",true,2,RV2882758,8,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001587,VS-AP-3000i,Air Purifier 3000i Series,Philips,versuni_dtc,EU,en,2025-08-20,4,Very happy with it,Hay fever season was genuinely bearable this year for the first time. Auto mode ramps up when I open a window and settles back down on its own.,false,2,RV6523751,27,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001588,CP-XM-4PRO,Smart Air Purifier 4 Pro,Xiaomi,mediamarkt_de,DE,de,1755690188,5,Worth it for allergy season,"Cheaper to run than I expected, the energy draw on auto is minimal. The app paired on the first try and the scheduling actually works. Cooking smells from the kitchen are gone long before we finish eating.",true,1,RV1219836,1,2026-08-26T09:00:00+02:00,true,false,true,false
CR-001589,CP-BB-DM5440,DustMagnet 5440i,Blueair,versuni_dtc,EU,en,2025-08-20,5,Very happy with it,The sensor is responsive enough that I mostly just leave it on auto and forget it. Build quality feels solid and the filter change is a thirty second job.,true,1,RV2150878,1,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001590,CP-XM-4PRO,Smart Air Purifier 4 Pro,Xiaomi,versuni_dtc,EU,en,2025-08-20,5,Exactly what we needed,Worth the money for the coverage it gives in an open plan space.,true,3,RV7808059,27,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001591,CP-BB-DM5440,DustMagnet 5440i,Blueair,currys_uk,GB,en,2025-08-20,5,Quiet and effective,"The app paired on the first try and the scheduling actually works. Auto mode ramps up when I open a window and settles back down on its own. Compact footprint, does not dominate the room.",true,3,RV8648176,3,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001592,VS-AP-4000i,Air Purifier 4000i Series,Philips,fnac_fr,FR,fr,2025-08-21,5,Quiet and effective,Build quality feels solid and the filter change is a thirty second job. At speed one you genuinely cannot hear it from the bed.,true,0,RV2314749,27,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001593,VS-AP-2000,Air Purifier 2000 Series,Philips,versuni_dtc,EU,en,2025-08-21,4,Worth it for allergy season,Build quality feels solid and the filter change is a thirty second job. Hay fever season was genuinely bearable this year for the first time. Worth the money for the coverage it gives in an open plan space.,true,7,RV2345136,8,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001594,VS-AP-3000i,Air Purifier 3000i Series,Philips,bol_nl,NL,nl,2025-08-22,4,Excellent purifier,"Hay fever season was genuinely bearable this year for the first time. Whisper quiet at the lower settings, which is all we need overnight.",true,13,RV7862908,61,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001595,VS-AP-3000i,Air Purifier 3000i Series,Philips,coolblue_nl,NL,nl,2025-08-22,4,Big difference in the bedroom,Build quality feels solid and the filter change is a thirty second job. On sleep mode it is quieter than my old fan by a wide margin. Decent unit but the smart features are more of a novelty than a reason to buy.,false,0,RV8512911,8,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001596,CP-BB-DM5440,DustMagnet 5440i,Blueair,bol_nl,NL,nl,2025-08-23,1,Filter costs are a scam,The touch panel became unresponsive within weeks.,true,1,RV1746549,2,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001597,VS-AC-1000i,Air Cleaner Compact 1000i,Philips,amazon_nl,NL,nl,2025-08-24,2,Terrible Wi-Fi disconnects,Sensor readings disagree completely with my standalone PM2.5 meter. The touch panel became unresponsive within weeks.,true,1,RV4073470,14,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001598,VS-AP-4000i,Air Purifier 4000i Series,Philips,fnac_fr,FR,fr,2025-08-24,5,Exactly what we needed,Build quality feels solid and the filter change is a thirty second job. Auto mode ramps up when I open a window and settles back down on its own.,true,3,RV0659574,1,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001599,CP-DY-TP09,Purifier Cool Formaldehyde TP09,Dyson,versuni_dtc,EU,en,2025-08-24,5,Big difference in the bedroom,"It looks like a piece of furniture rather than an appliance, which sold my partner on it. Cheaper to run than I expected, the energy draw on auto is minimal. Hay fever season was genuinely bearable this year for the first time.",true,0,RV7948327,1,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001600,VS-AP-3000i,Air Purifier 3000i Series,Philips,versuni_dtc,EU,en,2025-08-24,4,Very happy with it,Auto mode ramps up when I open a window and settles back down on its own.,true,1,RV5665356,1,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001601,VS-AP-4000i,Air Purifier 4000i Series,Philips,coolblue_nl,NL,nl,2025-08-24,5,Exactly what we needed,"It looks like a piece of furniture rather than an appliance, which sold my partner on it.",true,1,RV8636237,14,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001602,CP-BB-DM5440,DustMagnet 5440i,Blueair,versuni_dtc,EU,en,2025-08-25,5,Very happy with it,The app paired on the first try and the scheduling actually works. Build quality feels solid and the filter change is a thirty second job.,false,0,RV2739868,1,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001603,VS-AP-2000,Air Purifier 2000 Series,Philips,versuni_dtc,EU,en,2025-08-25,4,Excellent purifier,"Auto mode ramps up when I open a window and settles back down on its own. Whisper quiet at the lower settings, which is all we need overnight. Decent unit but the smart features are more of a novelty than a reason to buy.",true,3,RV1077332,61,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001604,VS-AP-2000,Air Purifier 2000 Series,Philips,mediamarkt_de,DE,de,2025-08-25,5,Worth it for allergy season,"It looks like a piece of furniture rather than an appliance, which sold my partner on it. Cheaper to run than I expected, the energy draw on auto is minimal.",true,3,RV3261901,1,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001605,CP-DY-TP09,Purifier Cool Formaldehyde TP09,Dyson,amazon_fr,FR,fr,2025-08-25,5,Worth it for allergy season,Hay fever season was genuinely bearable this year for the first time.,true,3,RV7443266,3,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001606,CP-BB-DM5440,DustMagnet 5440i,Blueair,bol_nl,NL,nl,2025-08-25,4,Very happy with it,"I like being able to check the air quality history for the past week from my phone. Works as described, though the manual is close to useless.",true,1,RV0915142,61,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001607,CP-XM-4PRO,Smart Air Purifier 4 Pro,Xiaomi,amazon_de,DE,de,2025-08-25,4,Quiet and effective,Cooking smells from the kitchen are gone long before we finish eating. The sensor is responsive enough that I mostly just leave it on auto and forget it.,false,0,RV6936984,2,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001608,VS-AP-3000i,Air Purifier 3000i Series,Philips,amazon_nl,NL,nl,2025-08-25,5,Quiet and effective,Worth the money for the coverage it gives in an open plan space.,true,1,RV4689207,1,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001609,CP-BB-DM5440,DustMagnet 5440i,Blueair,bol_nl,NL,nl,2025-08-25,4,Big difference in the bedroom,At speed one you genuinely cannot hear it from the bed. Decent unit but the smart features are more of a novelty than a reason to buy.,true,2,RV8929512,2,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001610,CP-BB-DM5440,DustMagnet 5440i,Blueair,bol_nl,NL,nl,2025-08-25,5,Exactly what we needed,At speed one you genuinely cannot hear it from the bed.,false,5,RV4892661,14,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001611,VS-AP-2000,Air Purifier 2000 Series,Philips,mediamarkt_de,DE,de,2025-08-26,1,Terrible Wi-Fi disconnects,"Stopped responding entirely after four months and had to be replaced under warranty. Constant Wi-Fi disconnects, the app shows it offline more often than online.",true,14,RV3684532,8,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001612,VS-AP-4000i,Air Purifier 4000i Series,Philips,amazon_de,DE,de,2025-08-26 00:00:00 UTC+1,4,Exactly what we needed,"Cheaper to run than I expected, the energy draw on auto is minimal. Hay fever season was genuinely bearable this year for the first time. Does the job. Nothing remarkable either way.",true,9,RV1589721,1,2026-08-26T09:00:00+02:00,true,false,true,false
CR-001613,VS-AC-1000i,Air Cleaner Compact 1000i,Philips,amazon_fr,FR,fr,2025-08-26,4,Worth it for allergy season,"It looks like a piece of furniture rather than an appliance, which sold my partner on it. The sensor is responsive enough that I mostly just leave it on auto and forget it. The app paired on the first try and the scheduling actually works.",true,12,RV4080235,2,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001614,CP-BB-DM5440,DustMagnet 5440i,Blueair,amazon_fr,FR,fr,2025-08-26,5,Excellent purifier,The sensor is responsive enough that I mostly just leave it on auto and forget it. Build quality feels solid and the filter change is a thirty second job. Hay fever season was genuinely bearable this year for the first time.,true,3,RV3885102,3,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001615,CP-DY-TP09,Purifier Cool Formaldehyde TP09,Dyson,amazon_de,DE,de,2025-08-27,4,Big difference in the bedroom,The PM2.5 readout drops from red to blue within about twenty minutes in our living room. The sensor is responsive enough that I mostly just leave it on auto and forget it.,true,0,RV5936880,8,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001616,VS-AC-1000i,Air Cleaner Compact 1000i,Philips,coolblue_nl,NL,nl,2025-08-27,1,Terrible Wi-Fi disconnects,"Turbo mode sounds like a hairdryer, we never use it. It drops off the Wi-Fi every couple of days and needs a full re-pair.",true,0,RV7962963,1,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001617,CP-DY-TP09,Purifier Cool Formaldehyde TP09,Dyson,amazon_uk,GB,en,2025-08-27,4,Big difference in the bedroom,"Cooking smells from the kitchen are gone long before we finish eating. Whisper quiet at the lower settings, which is all we need overnight. I like being able to check the air quality history for the past week from my phone.",true,11,RV3278645,61,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001618,VS-AP-3000i,Air Purifier 3000i Series,Philips,amazon_uk,GB,en,2025-08-27,4,Quiet and effective,The app paired on the first try and the scheduling actually works. Build quality feels solid and the filter change is a thirty second job. Does the job. Nothing remarkable either way.,true,4,RV2000238,8,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001619,VS-AC-1000i,Air Cleaner Compact 1000i,Philips,amazon_nl,NL,nl,2025-08-28,5,Very happy with it,"Our bedroom air feels noticeably lighter overnight and I wake up without a blocked nose. Cheaper to run than I expected, the energy draw on auto is minimal.",true,15,RV7494133,14,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001620,CP-BB-DM5440,DustMagnet 5440i,Blueair,mediamarkt_de,DE,de,2025-08-28,5,Big difference in the bedroom,"Worth the money for the coverage it gives in an open plan space. It looks like a piece of furniture rather than an appliance, which sold my partner on it.",true,0,RV4665749,3,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001621,VS-AP-4000i,Air Purifier 4000i Series,Philips,amazon_de,DE,de,2025-08-28,5,Very happy with it,"Compact footprint, does not dominate the room. Cooking smells from the kitchen are gone long before we finish eating.",false,2,RV0247137,2,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001622,VS-AC-1000i,Air Cleaner Compact 1000i,Philips,amazon_uk,GB,en,2025-08-28,5,Exactly what we needed,"Cheaper to run than I expected, the energy draw on auto is minimal. The sensor is responsive enough that I mostly just leave it on auto and forget it.",true,0,RV1140600,61,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001623,CP-XM-4PRO,Smart Air Purifier 4 Pro,Xiaomi,versuni_dtc,EU,en,2025-08-28,2,Not worth the money,The device falls off the network after every router reboot and re-pairing is painful.,true,6,RV2553582,8,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001624,VS-AC-1000i,Air Cleaner Compact 1000i,Philips,currys_uk,GB,en,2025-08-29,5,Very happy with it,I like being able to check the air quality history for the past week from my phone. Build quality feels solid and the filter change is a thirty second job.,true,0,RV2578715,8,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001625,CP-XM-4PRO,Smart Air Purifier 4 Pro,Xiaomi,bol_nl,NL,nl,2025-08-29,4,Quiet and effective,Build quality feels solid and the filter change is a thirty second job. The sensor is responsive enough that I mostly just leave it on auto and forget it. On sleep mode it is quieter than my old fan by a wide margin. Decent unit but the smart features are more of a novelty than a reason to buy.,true,1,RV7468414,8,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001626,VS-AC-1000i,Air Cleaner Compact 1000i,Philips,fnac_fr,FR,fr,2025-08-30,5,Big difference in the bedroom,"Compact footprint, does not dominate the room. Cheaper to run than I expected, the energy draw on auto is minimal.",true,1,RV2252092,5,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001627,CP-LV-C400S,Core 400S Smart,Levoit,currys_uk,GB,en,2025-08-30,5,Very happy with it,Worth the money for the coverage it gives in an open plan space. Cooking smells from the kitchen are gone long before we finish eating. I like being able to check the air quality history for the past week from my phone.,true,2,RV4546938,14,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001628,CP-BB-DM5440,DustMagnet 5440i,Blueair,currys_uk,GB,en,2025-08-30,1,Terrible Wi-Fi disconnects,"Constant Wi-Fi disconnects, the app shows it offline more often than online. Sensor readings disagree completely with my standalone PM2.5 meter.",true,8,RV8674321,2,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001629,VS-AP-4000i,Air Purifier 4000i Series,Philips,amazon_nl,NL,nl,2025-08-30,1,Terrible Wi-Fi disconnects,App crashes on Android every time I open the air quality history. Sensor readings disagree completely with my standalone PM2.5 meter.,true,2,RV5787557,14,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001630,VS-AP-3000i,Air Purifier 3000i Series,Philips,fnac_fr,FR,fr,2025-08-30,5,Worth it for allergy season,"Hay fever season was genuinely bearable this year for the first time. Whisper quiet at the lower settings, which is all we need overnight.",true,7,RV1887657,3,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001631,VS-AP-4000i,Air Purifier 4000i Series,Philips,coolblue_nl,NL,nl,2025-08-31,4,Exactly what we needed,"At speed one you genuinely cannot hear it from the bed. Compact footprint, does not dominate the room.",true,1,RV0685669,3,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001632,CP-LV-C400S,Core 400S Smart,Levoit,amazon_de,DE,de,2025-08-31,5,Very happy with it,"Hay fever season was genuinely bearable this year for the first time. Compact footprint, does not dominate the room. Setting up a night schedule in the app took under a minute.",true,2,RV6662885,2,2026-08-26T09:00:00+02:00,true,true,true,true
CR-001633,VS-AP-3000i,Air Purifier 3000i Series,Philips,amazon_fr,FR,fr,2025-08-31,1,Loud and unreliable,"The air quality sensor seems to read whatever it likes, it sat on red in an empty clean room. The touch panel became unresponsive within weeks.",true,1,RV0440425,1,2026-08-26T09:00:00+02:00,true,true,true,true
